timestamp,wind_speed,wave_height,precip,visibility,traffic_density,pressure,temperature,hazard_index
2024-01-01 00:00:00,9.218868319017725,1.16309270952588,1.1193697421893405,17.102686692461653,55.156243512123126,1016.3009616262424,12.508960802339331,0.244271813383179
2024-01-01 01:00:00,3.840063575038018,0.6808362114965775,0.0,19.76856268576022,34.371102514434796,1005.2097099643314,10.779746897461477,0.14721069650625884
2024-01-01 02:00:00,11.001804783225829,1.221084523812026,0.6346950781001692,15.787750909362181,56.96082149238942,1010.6844022522264,12.235735410467342,0.2523950286202846
2024-01-01 03:00:00,11.762258865564856,1.634764746878067,0.024569159441339083,16.24739209766159,66.84451679765766,1006.7900691602143,11.67801183735014,0.3483554567862021
2024-01-01 04:00:00,0.19585924538465438,0.036857999308291506,0.0,19.64362218955583,79.95632059132383,1011.4851156275362,13.613285270516842,0.08892928206556056
2024-01-01 05:00:00,2.7912819725507276,0.4464592481360851,0.04946569744944895,19.784358823795685,64.31489599842978,1013.3387993946611,12.780746939182325,0.13275896440521132
2024-01-01 06:00:00,8.511361612669141,1.4303763266745215,0.1595583017362534,16.60475637674389,75.64680675778915,1007.929794173083,10.051995227775635,0.30555915744486656
2024-01-01 07:00:00,6.735029630625672,1.1026054693506953,0.0,19.704524052846864,53.00081765829927,999.5035031107667,14.135291547865439,0.3090018262958874
2024-01-01 08:00:00,7.932795369982845,1.265617349312905,0.0,16.874292085332755,54.09589992665601,1002.406696798676,14.008312599279353,0.2908968675903898
2024-01-01 09:00:00,4.587824289705679,0.3962979470863089,0.7972490916823787,17.88142887536647,77.2887734301001,1002.0129738735219,14.870215821174568,0.1454098481822295
2024-01-01 10:00:00,11.517591899451315,1.9494900618999602,0.0,16.315641618118654,34.426233625542764,1001.8495950800182,11.922584590735038,0.36889108033614176
2024-01-01 11:00:00,11.111167741715793,1.29496386681752,0.305508908983668,15.849245672318336,46.54108591734131,1013.5263128791049,13.21822668553446,0.3575525722172112
2024-01-01 12:00:00,8.264122790244864,1.4974068976881565,0.7594900484061693,18.78172195730275,66.92669460088949,1010.4558963791893,11.0590626934516,0.2644230156914294
2024-01-01 13:00:00,12.50896482787213,1.9053845525409527,0.05407159491514091,15.743370296327727,44.245133827687134,992.9647045952004,12.828758498088508,0.48433445485706034
2024-01-01 14:00:00,9.870037369008182,1.4998710326379177,0.6561909673905124,15.946838447436502,40.715969521931186,1003.1903962952382,13.570432753639748,0.3596231884382761
2024-01-01 15:00:00,4.562830148467047,0.5765426616343693,0.16496679223059696,17.76905720632728,38.94895043963684,1010.9851099076615,12.090125880717624,0.13333892225879584
2024-01-01 16:00:00,9.475003136329995,1.367318345323504,0.20502163659067718,16.952513710881114,43.0970225848643,1010.6286168530795,13.626894779828822,0.2477988919318769
2024-01-01 17:00:00,4.164469596684004,0.6055520694731085,1.4851188382093186,16.86721014780092,56.631999365897926,1005.1130550572266,13.434475430234635,0.21197578214957108
2024-01-01 18:00:00,11.51380120522909,1.587464058928549,0.0,15.42660650772697,53.863472774848205,995.126936269467,12.57672103527145,0.42924435050620685
2024-01-01 19:00:00,7.8002963560549885,1.0860611109094866,0.8119551159399112,16.261195089707954,40.51260035959373,1006.365362588735,15.41658795599227,0.21461993727242876
2024-01-01 20:00:00,7.260550545818957,0.6635439641837932,0.0,18.431521379038273,57.72557447451756,1011.1747672605647,13.037521267684017,0.2022384693578172
2024-01-01 21:00:00,5.2762818223842345,1.0575106488830257,0.2717585796168305,19.117992007166485,48.05582663808057,1010.4228999485249,13.657157290954215,0.1305874225556646
2024-01-01 22:00:00,12.890165354696121,1.730598411253662,1.935114962855354,13.834813051130219,57.886802517312475,996.4951253524521,11.326117089164164,0.44124512645944974
2024-01-01 23:00:00,7.3818820717247915,0.9888657687065275,3.8158928970674104,13.26535869265488,31.98626743757982,1019.3768259669822,14.373730083394285,0.2473589915397414
2024-01-02 00:00:00,6.286688711347571,0.842337198795755,0.0,17.752998314830453,76.07829100149596,1007.2789402516672,12.947952963927786,0.23545666485025035
2024-01-02 01:00:00,6.591465798047082,1.0626678110390035,0.0,17.520118558627995,55.89138626320664,1009.0827992753764,15.167333365717635,0.20320477917289737
2024-01-02 02:00:00,10.129236742213395,1.236757141406713,0.0,16.04165594745368,13.775359790232784,1000.2628387941741,11.832889081451627,0.33614881334920105
2024-01-02 03:00:00,9.461776257456313,0.8843780391999488,0.0009797861310451017,15.603641925166901,81.96397541390581,1013.1761349825867,14.513608337336326,0.2513461044270071
2024-01-02 04:00:00,9.650930446383953,1.4395376142077294,1.0247032265263787,15.172630320146624,58.73607800600432,1009.2821838907504,10.662290877079293,0.30153970944216907
